ax,ay,bx,by,ax2,ay2
-0.006134969325,0.008130081301,163,123,-0.05765829283,-0.6866839467
-0.006993006993,0.005405405405,143,185,0.2250007226,-0.4617170182
0.007407407407,-0.008196721311,135,122,-0.682144636,-0.6617693014
-0.007352941176,-0.005291005291,136,189,0.5699313212,-0.8082519572
-0.005347593583,-0.006289308176,187,159,0.9532973318,-0.08710731362
0.006896551724,0.009259259259,145,108,0.1643834734,-0.8000127572
0.006060606061,0.00518134715,165,193,-0.8203355385,-0.454361568
-0.005235602094,0.005076142132,191,197,0.9807286295,0.421232111
-0.006211180124,-0.006369426752,161,157,-0.09369218826,-0.6909108004
0.005434782609,0.007299270073,184,137,0.01564864486,-0.9044037529
-0.007194244604,-0.00826446281,139,121,0.9867302658,0.5255172901
0.005617977528,0.006451612903,178,155,0.6292255232,0.8782252668
0.007518796992,0.007874015748,133,127,0.625027735,0.4362940167
0.005464480874,0.007633587786,183,131,-0.9013494199,0.3556385861
-0.009009009009,0.006211180124,111,161,0.5112981498,0.5137046248
0.01886792453,-0.005102040816,53,196,0.1533453882,0.9178295346
-0.005917159763,0.01298701299,169,77,-0.2070522832,-0.5287295705
0.006993006993,0.005586592179,143,179,0.9348651793,-0.4342536561
-0.01052631579,-0.01492537313,95,67,-0.3030658226,0.8401604836
-0.008547008547,-0.005154639175,117,194,-0.6375080122,0.04370342072
-0.005714285714,0.00518134715,175,193,-0.7206374739,-0.5492276634
-0.006711409396,0.005128205128,149,195,-0.7578747327,-0.5093278964
-0.005376344086,0.005586592179,186,179,0.7819929803,-0.8046128758
0.005917159763,-0.005235602094,169,191,0.8359671747,0.1842275735
